country_name,country_code,indicator_name,indicator_code, debt 
Nicaragua,NIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 1,185,575,297.00 "
India,IND,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 11,005,547,326.00 "
India,IND,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 11,419,475,866.00 "
,IND,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,
India,IND,"PPG, bilateral (AMT, current US$)",yes," 2,451,995,835.00 "
India,IND,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 5,588,550,763.00 "
,IND,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 455,965,157.60 "
India,IND,,DT.AMT.PBND.CD," 1,133,333,333.00 "
,,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,
India,IND,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
India,IND,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 83,527,746.30 "
India,IND,,DT.INT.PCBK.CD," 530,195,104.40 "
India,IND,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 4,545,609,910.00 "
India,IND,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 5,333,468,817.00 "
India,IND,,DT.INT.MLAT.CD," 862,200,894.00 "
India,IND,,yes," 10,922,019,580.00 "
India,IND,,DT.INT.OFFT.CD," 1,318,166,052.00 "
India,IND,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 1,553,450.00 "
India,IND,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 406,000.00 "
India,IND,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 4,618,832,636.00 "
India,IND,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 83,527,746.30 "
India,,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 989,848,814.20 "
Costa Rica,CRI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 1,118,456,384.00 "
India,IND,,yes," 20,307,068,620.00 "
Indonesia,IDN,,DT.DIS.DLXF.CD," 4,177,287,376.00 "
Indonesia,IDN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 10,190,097,794.00 "
Indonesia,IDN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 3,770,921,967.00 "
Indonesia,IDN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 3,233,436,194.00 "
Indonesia,IDN,,DT.DIS.BLAT.CD," 2,289,402,723.00 "
Indonesia,IDN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 476,814,537.90 "
Indonesia,IDN,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 4,114,167,405.00 "
Indonesia,IDN,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 5,232,651,354.00 "
Indonesia,IDN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
Indonesia,IDN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 455,534,555.30 "
,IDN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 90,231,831.10 "
Indonesia,IDN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 2,469,145,825.00 "
,IDN,"PPG, multilateral (DIS, current US$)",yes," 1,214,274,597.00 "
Indonesia,IDN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 561,775,658.40 "
Indonesia,IDN,"PPG, other private creditors (AMT, current US$)",yes," 1,478,184,070.00 "
Indonesia,IDN,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD," 218,075,500.00 "
Indonesia,IDN,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 57,702,446.20 "
Indonesia,IDN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 6,569,655,825.00 "
Indonesia,IDN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 673,610,055.30 "
Indonesia,IDN,,yes," 5,380,585,631.00 "
Indonesia,IDN,,yes," 30,916,112,654.00 "
Bolivia,BOL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 1,060,650,555.00 "
"Iran, Islamic Rep.",,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 32,761,505.60 "
"Iran, Islamic Rep.",IRN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 15,907,227.60 "
"Iran, Islamic Rep.",IRN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 18,506,048.00 "
"Iran, Islamic Rep.",IRN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 11,333,050.30 "
"Iran, Islamic Rep.",IRN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
"Iran, Islamic Rep.",,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 32,761,505.60 "
"Iran, Islamic Rep.",IRN,,DT.INT.PCBK.CD," 374,715.90 "
"Iran, Islamic Rep.",IRN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,
"Iran, Islamic Rep.",IRN,,DT.INT.MLAT.CD," 4,199,461.40 "
"Iran, Islamic Rep.",IRN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 9,025,208.20 "
"Iran, Islamic Rep.",IRN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 32,761,505.60 "
"Iran, Islamic Rep.",IRN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 374,715.90 "
Cote d'Ivoire,CIV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 979,241,934.40 "
Jamaica,JAM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 188,717,385.70 "
Jamaica,JAM,"Interest payments on external debt, long-term (INT, current US$)",yes," 661,568,432.20 "
Jamaica,JAM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 104,466,000.00 "
Jamaica,JAM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 93,733,672.10 "
Jamaica,,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 112,848,973.60 "
Jamaica,JAM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 19,718,160.90 "
Jamaica,JAM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 100,473,736.80 "
Jamaica,JAM,"PPG, bonds (INT, current US$)",yes,
Jamaica,JAM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 45,845,850.20 "
Jamaica,JAM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 2,086,139.20 "
Jamaica,JAM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 174,427,648.00 "
Jamaica,,"PPG, multilateral (DIS, current US$)",yes," 75,868,412.10 "
Jamaica,JAM,"PPG, multilateral (INT, current US$)",yes," 64,135,132.10 "
Jamaica,JAM,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 1,268,714.30 "
Jamaica,JAM,,DT.INT.PROP.CD," 511,000.00 "
Jamaica,JAM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 147,588,301.30 "
Jamaica,JAM,,DT.INT.PRVT.CD,
Nicaragua,NIC,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 969,200,000.00 "
Lao PDR,,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 940,602,190.00 "
Jordan,JOR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 473,703,814.30 "
Jordan,JOR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 533,968,850.80 "
Jordan,JOR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 75,949,000.00 "
Jordan,,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 230,204,467.20 "
Jordan,JOR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 175,484,307.30 "
Jordan,JOR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 62,136,103.70 "
Jordan,JOR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 1,029,000,000.00 "
Jordan,JOR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 306,023,000.00 "
,JOR,,DT.AMT.PCBK.CD," 3,680,522.30 "
Jordan,JOR,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 3,441,455.00 "
Jordan,JOR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 4,228,342.90 "
Jordan,JOR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 270,498,715.50 "
,JOR,,DT.DIS.MLAT.CD," 294,778,052.00 "
Jordan,JOR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 84,738,685.90 "
Jordan,,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 11,580,964.20 "
Jordan,JOR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 893,718.30 "
,JOR,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 1,044,261,487.00 "
,JOR,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 3,441,455.00 "
Jordan,JOR,,DT.INT.PRVT.CD," 311,145,061.20 "
"Macedonia, FYR",MKD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 875,846,538.50 "
Armenia,ARM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 845,630,723.80 "
Kazakhstan,KAZ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 874,231,247.00 "
,KAZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 5,333,500,398.00 "
Kazakhstan,KAZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 4,552,173,000.00 "
Kazakhstan,KAZ,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,
Kazakhstan,KAZ,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,
Kazakhstan,KAZ,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 49,233,512.40 "
,KAZ,"PPG, bonds (AMT, current US$)",yes,
Kazakhstan,KAZ,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 564,251,000.00 "
Kazakhstan,,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 1,079,948,890.00 "
Kazakhstan,KAZ,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 620,119,077.70 "
Kazakhstan,KAZ,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 167,842,885.50 "
,KAZ,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD, -   
Kazakhstan,KAZ,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 564,251,000.00 "
Albania,ALB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 790,248,675.20 "
Cambodia,KHM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 775,955,981.30 "
Kenya,KEN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 4,266,494,940.00 "
Kenya,KEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 819,196,742.60 "
Kenya,KEN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 26,876,362.70 "
Kenya,KEN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 515,101,268.10 "
Kenya,KEN,"PPG, bilateral (DIS, current US$)",yes," 1,582,905,042.00 "
Kenya,KEN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 342,056,817.00 "
Kenya,KEN,,DT.AMT.PBND.CD," 500,000,000.00 "
Kenya,KEN,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 184,060,000.00 "
Kenya,KEN,"PPG, commercial banks (AMT, current US$)",yes," 897,058,411.60 "
Kenya,KEN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 842,857,183.40 "
Kenya,KEN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 94,818,544.20 "
Kenya,KEN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 391,340,889.90 "
Kenya,KEN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 1,840,732,714.00 "
Kenya,KEN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 167,570,018.70 "
Kenya,KEN,,DT.AMT.OFFT.CD," 906,442,158.00 "
Kenya,KEN,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,
Kenya,KEN,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 3,815,000.00 "
Kenya,KEN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 1,450,690,438.00 "
Kenya,KEN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 842,857,183.40 "
Kenya,KEN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 282,693,544.20 "
Armenia,,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 680,696,190.00 "
Kyrgyz Republic,KGZ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 678,927,757.30 "
,XKX,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 115,599,658.50 "
Kosovo,XKX,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 42,610,586.90 "
Kosovo,XKX,,DT.INT.DPNG.CD," 32,562,000.00 "
Kosovo,XKX,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 5,173,195.20 "
Kosovo,XKX,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 29,959,141.90 "
Kosovo,XKX,,yes," 1,704,127.30 "
Kosovo,XKX,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 2,609,476.00 "
Kosovo,XKX,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 699,191.90 "
Kosovo,XKX,,yes," 33,590,154.60 "
Kosovo,XKX,,DT.DIS.MLAT.CD," 85,640,516.60 "
Kosovo,XKX,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 7,645,267.70 "
Kosovo,XKX,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 2,609,476.00 "
Kosovo,XKX,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 699,191.90 "
Montenegro,MNE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 650,720,957.90 "
Bangladesh,BGD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 645,120,000.00 "
Kyrgyz Republic,KGZ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 837,442,293.40 "
Kyrgyz Republic,KGZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 145,952,992.60 "
,KGZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 63,535,000.00 "
Kyrgyz Republic,KGZ,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 62,213,250.60 "
Kyrgyz Republic,KGZ,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 153,027,414.40 "
,KGZ,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 43,802,082.90 "
Kyrgyz Republic,KGZ,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 75,278,037.20 "
Kyrgyz Republic,KGZ,,DT.DIS.MLAT.CD," 684,414,879.00 "
Kyrgyz Republic,KGZ,,DT.INT.MLAT.CD," 38,615,909.70 "
Kyrgyz Republic,KGZ,,DT.AMT.DLXF.CD," 816,419,045.10 "
Uganda,,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 637,469,740.60 "
Lao PDR,,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 1,135,545,160.00 "
Lao PDR,,"Interest payments on external debt, long-term (INT, current US$)",yes," 418,497,462.50 "
,LAO,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 183,013,000.00 "
,LAO,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,
Lao PDR,LAO,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 966,004,791.10 "
Lao PDR,LAO,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 134,508,386.60 "
Lao PDR,LAO,,DT.AMT.PBND.CD," 203,368,516.90 "
Lao PDR,LAO,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 67,466,781.30 "
Lao PDR,LAO,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
Lao PDR,LAO,"PPG, commercial banks (DIS, current US$)",yes,
Lao PDR,LAO,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 5,213,357.10 "
Lao PDR,LAO,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 80,684,114.60 "
Lao PDR,LAO,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 131,394,498.30 "
Lao PDR,LAO,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 26,353,937.50 "
Lao PDR,LAO,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 8,488,563.00 "
Lao PDR,LAO,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD," 13,000,000.00 "
Lao PDR,LAO,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 1,942,000.00 "
,LAO,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 237,811,743.30 "
Lao PDR,LAO,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 38,145,870.40 "
Lao PDR,LAO,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,
Bolivia,BOL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 633,771,190.00 "
,TZA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 611,667,000.00 "
Lesotho,LSO,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 2,704,841.40 "
Least developed countries: UN classification,LDC,,DT.DIS.DLXF.CD," 40,160,766,262.00 "
Least developed countries: UN classification,LDC,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 7,085,064,805.00 "
Least developed countries: UN classification,LDC,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 766,272,000.00 "
,LDC,,DT.AMT.BLAT.CD," 12,944,703,037.00 "
Least developed countries: UN classification,LDC,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 23,333,956,388.00 "
Least developed countries: UN classification,LDC,"PPG, bilateral (INT, current US$)",yes,
Least developed countries: UN classification,LDC,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 1,203,368,517.00 "
Least developed countries: UN classification,LDC,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 662,460,781.30 "
Least developed countries: UN classification,LDC,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 2,636,028,273.00 "
Least developed countries: UN classification,LDC,,yes," 2,621,897,865.00 "
,LDC,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 917,218,236.60 "
Least developed countries: UN classification,LDC,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 4,084,275,524.00 "
Least developed countries: UN classification,LDC,"PPG, multilateral (DIS, current US$)",yes," 13,940,020,962.00 "
,LDC,,DT.INT.MLAT.CD," 1,396,668,176.00 "
Least developed countries: UN classification,LDC,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 647,337,642.10 "
Least developed countries: UN classification,LDC,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,
Least developed countries: UN classification,LDC,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,
Least developed countries: UN classification,LDC,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,
Least developed countries: UN classification,LDC,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 2,886,788,911.00 "
Least developed countries: UN classification,LDC,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 1,892,298,277.00 "
Mozambique,MOZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 601,929,896.10 "
"Macedonia, FYR",MKD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 571,657,452.10 "
Lebanon,LBN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 569,983,871.30 "
Lebanon,LBN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 2,131,942,999.00 "
Lebanon,,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 413,768,000.00 "
Lebanon,LBN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,
Lebanon,LBN,"PPG, bilateral (DIS, current US$)",yes," 129,913,451.70 "
Lebanon,LBN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 16,970,779.50 "
Lebanon,LBN,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 2,653,766,481.00 "
Lebanon,LBN,,DT.INT.PBND.CD," 1,649,553,000.00 "
Lebanon,LBN,,DT.AMT.PCBK.CD," 33,485,786.70 "
Lebanon,LBN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 17,404,140.40 "
Lebanon,LBN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 2,469,762.00 "
Lebanon,LBN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 167,638,089.70 "
Lebanon,LBN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 419,104,358.20 "
Lebanon,LBN,,DT.INT.MLAT.CD," 49,181,457.20 "
Lebanon,LBN,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,
Lebanon,LBN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,
Lebanon,LBN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,
,LBN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 1,652,022,762.00 "
Jamaica,JAM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 559,597,431.40 "
Zambia,ZMB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 533,176,887.80 "
,LSO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 80,548,591.60 "
,LSO,,DT.INT.DLXF.CD," 19,145,345.90 "
Lesotho,LSO,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 12,806,231.50 "
,LSO,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 13,239,867.20 "
Lesotho,LSO,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 157,326.40 "
Lesotho,LSO,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 80,353.10 "
,LSO,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 32,459,403.70 "
Lesotho,LSO,,DT.DIS.MLAT.CD," 67,308,724.40 "
Lesotho,LSO,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 16,360,151.40 "
Lesotho,LSO,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 157,326.40 "
,LSO,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 80,353.10 "
Albania,ALB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 514,185,620.00 "
Liberia,LBR,,DT.DIS.DLXF.CD," 150,961,031.20 "
Liberia,LBR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 9,659,434.00 "
Liberia,LBR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 903,000.00 "
Liberia,LBR,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 602,095.80 "
Liberia,,"PPG, bilateral (DIS, current US$)",yes," 33,122,214.90 "
Liberia,LBR,"PPG, bilateral (INT, current US$)",yes," 2,971,664.10 "
Liberia,LBR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 7,383,619.40 "
Liberia,LBR,"PPG, multilateral (DIS, current US$)",yes," 117,838,816.30 "
Liberia,LBR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 5,784,769.90 "
,LBR,,DT.AMT.OFFT.CD," 7,985,715.20 "
Cambodia,,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",yes," 480,348,705.90 "
Sudan,SDN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 480,113,776.60 "
"Macedonia, FYR",MKD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 297,334,137.60 "
"Macedonia, FYR",MKD,,DT.INT.DLXF.CD," 220,478,984.10 "
"Macedonia, FYR",,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",yes,
"Macedonia, FYR",MKD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 70,570,550.30 "
,MKD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 101,396,578.40 "
"Macedonia, FYR",MKD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 14,127,618.60 "
"Macedonia, FYR",MKD,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,
"Macedonia, FYR",,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 69,976,756.40 "
"Macedonia, FYR",MKD,"PPG, commercial banks (AMT, current US$)",yes,
"Macedonia, FYR",MKD,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 15,758,935.30 "
"Macedonia, FYR",MKD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 13,087,380.50 "
,MKD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 185,952,867.20 "
"Macedonia, FYR",MKD,"PPG, multilateral (DIS, current US$)",yes," 180,178,623.90 "
"Macedonia, FYR",MKD,,DT.INT.MLAT.CD," 15,973,228.60 "
"Macedonia, FYR",,,DT.INT.OFFT.CD,
"Macedonia, FYR",MKD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 66,332.20 "
"Macedonia, FYR",MKD,"PPG, other private creditors (INT, current US$)",yes, -   
"Macedonia, FYR",MKD,,DT.AMT.PRVT.CD," 47,665,668.90 "
"Macedonia, FYR",MKD,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 15,758,935.30 "
