country_name,country_code,indicator_name,indicator_code, debt 
Bolivia,,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 394,855,845.90 "
Bolivia,BOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 108,075,000.00 "
Bolivia,,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 67,814,879.90 "
Bolivia,BOL,,DT.DIS.BLAT.CD," 554,128,686.30 "
,BOL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 32,609,012.40 "
Bolivia,BOL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, -   
Bolivia,BOL,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 99,122,000.00 "
Bolivia,BOL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 266,701.50 "
Bolivia,BOL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,
Bolivia,BOL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 62,662.50 "
Bolivia,BOL,"PPG, multilateral (AMT, current US$)",yes," 357,721,211.50 "
Bolivia,BOL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 850,833,672.40 "
Bolivia,BOL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 154,977,576.60 "
Bolivia,BOL,,DT.DIS.OFFT.CD," 1,404,962,359.00 "
Bolivia,BOL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 1,076,571.60 "
Bolivia,,,DT.INT.PROP.CD," 9,594.40 "
Bolivia,BOL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 1,343,273.10 "
Bolivia,BOL,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 16,528,896.50 "
Bolivia,,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 99,194,256.90 "
Angola,AGO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 11,067,045,628.00 "
Cameroon,CMR,"Principal repayments on external debt, long-term (AMT, current US$)",yes," 10,404,814,960.00 "
Bosnia and Herzegovina,BIH,"Disbursements on external debt, long-term (DIS, current US$)",yes," 253,819,587.30 "
Bosnia and Herzegovina,BIH,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 604,620,360.00 "
Bosnia and Herzegovina,BIH,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 545,519,000.00 "
Bosnia and Herzegovina,BIH,,DT.AMT.BLAT.CD," 108,704,966.20 "
Bosnia and Herzegovina,BIH,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 114,375,048.30 "
Bosnia and Herzegovina,BIH,"PPG, bilateral (INT, current US$)",yes," 12,605,397.70 "
Bosnia and Herzegovina,BIH,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,
,BIH,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 1,625,051.50 "
Bosnia and Herzegovina,BIH,"PPG, commercial banks (AMT, current US$)",yes," 8,958,027.70 "
Bosnia and Herzegovina,BIH,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 953,443.50 "
Bosnia and Herzegovina,BIH,"PPG, multilateral (AMT, current US$)",yes," 290,170,946.50 "
Bosnia and Herzegovina,,"PPG, multilateral (DIS, current US$)",yes,
Bosnia and Herzegovina,BIH,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 43,917,467.30 "
,BIH,,DT.DIS.OFFT.CD," 253,819,587.30 "
,BIH,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 31,264,108.20 "
Bosnia and Herzegovina,BIH,"PPG, private creditors (INT, current US$)",yes,
Romania,ROU,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 10,300,588,996.00 "
Lebanon,LBN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 9,506,919,670.00 "
Botswana,BWA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 53,337,570.10 "
Botswana,BWA,"Interest payments on external debt, long-term (INT, current US$)",yes,
Botswana,BWA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 7,903,563.50 "
Botswana,BWA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,
Botswana,BWA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 884,447.50 "
Botswana,BWA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 125,652,344.50 "
Botswana,BWA,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 52,021,237.90 "
Botswana,BWA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 23,103,826.30 "
Botswana,BWA,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 4,440,000.00 "
Botswana,,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 40,000.00 "
Botswana,BWA,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 4,440,000.00 "
Botswana,BWA,,DT.INT.PRVT.CD," 40,000.00 "
South Africa,ZAF,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 9,474,257,552.00 "
Brazil,BRA,"Disbursements on external debt, long-term (DIS, current US$)",yes," 4,092,388,651.00 "
Brazil,,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 17,001,653,109.00 "
Brazil,BRA,,DT.INT.DPNG.CD," 10,952,236,000.00 "
Brazil,,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 2,097,380,011.00 "
Brazil,BRA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 1,179,125,279.00 "
,BRA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 333,237,826.90 "
Brazil,,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 1,940,858,500.00 "
Brazil,BRA,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 2,550,410,063.00 "
Brazil,BRA,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
Brazil,BRA,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 964,149,852.80 "
Brazil,BRA,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 1,846,318,920.00 "
,BRA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 2,514,318,742.00 "
Brazil,BRA,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 1,949,113,520.00 "
Brazil,BRA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 706,029,298.90 "
Brazil,BRA,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 35,119,003,750.00 "
Brazil,BRA,,DT.INT.PROP.CD," 613,421,000.00 "
Brazil,BRA,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 43,598,697,499.00 "
Brazil,BRA,"PPG, private creditors (DIS, current US$)",yes," 964,149,852.80 "
,BRA,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 5,010,149,983.00 "
Vietnam,,"Principal repayments on external debt, long-term (AMT, current US$)",yes," 8,873,505,909.00 "
Pakistan,PAK,"Principal repayments on external debt, long-term (AMT, current US$)",yes," 8,336,013,891.00 "
Bulgaria,BGR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 15,032,935.40 "
Bulgaria,BGR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 1,012,039,083.00 "
Bulgaria,BGR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 743,516,000.00 "
Bulgaria,BGR,"PPG, bilateral (AMT, current US$)",yes," 35,764,202.80 "
Bulgaria,BGR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 6,012,379.20 "
Bulgaria,BGR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, -   
Bulgaria,BGR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 204,322,342.40 "
Bulgaria,BGR,,DT.AMT.PCBK.CD," 234,043.40 "
Bulgaria,BGR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 87,548.90 "
,,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 228,993,019.80 "
Bulgaria,BGR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 15,032,935.40 "
Bulgaria,BGR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 58,100,812.60 "
Bulgaria,BGR,,yes," 15,032,935.40 "
Bulgaria,,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 234,043.40 "
Bulgaria,BGR,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 204,409,891.30 "
South Africa,ZAF,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 6,685,515,858.00 "
"Venezuela, RB",VEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 6,517,487,000.00 "
Burkina Faso,BFA,"Disbursements on external debt, long-term (DIS, current US$)",yes," 617,436,227.20 "
Burkina Faso,BFA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 42,083,630.70 "
Burkina Faso,BFA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 27,371,336.00 "
Burkina Faso,BFA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,
Burkina Faso,BFA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 7,382,485.50 "
,BFA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,
Burkina Faso,BFA,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 526,520,267.00 "
Burkina Faso,BFA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 34,701,145.20 "
Lebanon,LBN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 6,514,899,000.00 "
Burundi,BDI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 64,846,467.30 "
Burundi,BDI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 2,573,479.60 "
,,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 10,461,498.50 "
Burundi,BDI,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 42,339,024.40 "
Burundi,BDI,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 520,425.70 "
Burundi,,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,
Burundi,,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 22,507,442.90 "
Burundi,BDI,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 2,053,053.90 "
Philippines,PHL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 6,479,170,918.00 "
Cabo Verde,,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 109,582,071.90 "
Cabo Verde,CPV,,DT.INT.DLXF.CD," 21,568,390.70 "
Cabo Verde,CPV,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 11,767,654.30 "
Cabo Verde,CPV,,DT.DIS.BLAT.CD," 37,178,444.80 "
Cabo Verde,CPV,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 4,216,236.30 "
Cabo Verde,CPV,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 15,990,666.70 "
Cabo Verde,CPV,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 27,099,862.50 "
,CPV,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 10,062,127.00 "
Cabo Verde,CPV,"PPG, multilateral (AMT, current US$)",yes," 39,970,124.90 "
Cabo Verde,CPV,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,
,CPV,,yes,
Cabo Verde,CPV,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 15,990,666.70 "
Cabo Verde,CPV,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 27,099,862.50 "
Cabo Verde,,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 10,062,127.00 "
IDA only,IDX,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",yes," 6,439,587,318.00 "
Cambodia,KHM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 642,047,150.80 "
Cambodia,KHM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 183,222,625.40 "
Cambodia,KHM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 93,702,000.00 "
Cambodia,KHM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 223,300,273.60 "
Cambodia,KHM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 476,683,829.40 "
Cambodia,KHM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 63,836,683.20 "
Cambodia,,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 72,307,001.80 "
Cambodia,KHM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 165,363,321.40 "
Cambodia,KHM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 25,683,942.20 "
Thailand,THA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 5,914,706,998.00 "
Peru,PER,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 5,881,259,975.00 "
Cameroon,CMR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 18,186,662,060.00 "
Cameroon,CMR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 280,795,576.40 "
Cameroon,CMR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 23,235,000.00 "
Cameroon,,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 9,999,925,153.00 "
,CMR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,
Cameroon,CMR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 120,877,158.50 "
Cameroon,CMR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,
,CMR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 65,222,000.00 "
Cameroon,CMR,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 128,608,183.90 "
,CMR,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 196,167,124.80 "
Cameroon,CMR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 20,590,696.10 "
Cameroon,CMR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 152,095,968.10 "
Cameroon,CMR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,
,CMR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 45,124,721.80 "
Cameroon,CMR,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 21,809,210.50 "
Cameroon,CMR,,yes," 49,913,900.00 "
Cameroon,CMR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 5,746,000.00 "
Cameroon,CMR,"PPG, private creditors (AMT, current US$)",yes," 150,417,394.40 "
,,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 246,081,024.80 "
Cameroon,CMR,"PPG, private creditors (INT, current US$)",yes," 91,558,696.10 "
Sri Lanka,,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 5,761,489,256.00 "
Vietnam,VNM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 5,646,513,000.00 "
Central African Republic,CAF,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 53,717,612.90 "
Central African Republic,CAF,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 2,354,220.80 "
Central African Republic,CAF,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 8,462,062.90 "
Central African Republic,,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,
Central African Republic,CAF,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 860,961.00 "
Central African Republic,CAF,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 2,241,813.80 "
,CAF,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,
Central African Republic,CAF,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 1,373,259.80 "
Central African Republic,CAF,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," 400,000.00 "
Central African Republic,CAF,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," 120,000.00 "
Central African Republic,CAF,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 400,000.00 "
Central African Republic,CAF,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 120,000.00 "
Thailand,THA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 5,597,835,810.00 "
Chad,TCD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 207,090,418.30 "
Chad,TCD,"Interest payments on external debt, long-term (INT, current US$)",yes," 139,946,001.30 "
Chad,TCD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 82,357,214.90 "
Chad,TCD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 27,987,660.90 "
Chad,,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 11,882,770.90 "
Chad,,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 11,033.60 "
Chad,TCD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 4,797.20 "
Chad,TCD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 95,738,709.50 "
Chad,TCD,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 179,102,757.40 "
Chad,TCD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 15,590,433.20 "
Chad,TCD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD, -   
Chad,TCD,,DT.INT.PROP.CD," 112,468,000.00 "
Chad,TCD,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 11,033.60 "
Chad,TCD,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 112,472,797.20 "
Mexico,MEX,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 5,339,338,190.00 "
China,CHN,"Disbursements on external debt, long-term (DIS, current US$)",yes," 15,692,563,746.00 "
China,CHN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 17,866,548,651.00 "
China,CHN,,DT.INT.DPNG.CD," 14,142,718,752.00 "
China,CHN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 6,532,446,442.00 "
China,CHN,,DT.INT.BLAT.CD,
China,CHN,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 9,834,677,000.00 "
China,,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," 1,224,249,000.00 "
China,CHN,"PPG, commercial banks (AMT, current US$)",yes," 4,046,243,299.00 "
China,,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 3,777,050,273.00 "
China,,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 969,933,090.00 "
,CHN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 2,615,723,714.00 "
China,CHN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 3,079,501,272.00 "
China,CHN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 858,406,974.80 "
China,CHN,"PPG, other private creditors (AMT, current US$)",yes," 796,544,167.40 "
China,CHN,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD," 334,012,200.70 "
China,CHN,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,
,CHN,,DT.AMT.PRVT.CD," 14,677,464,466.00 "
China,CHN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," 4,111,062,474.00 "
China,,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," 2,350,524,518.00 "
Morocco,MAR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 5,153,430,847.00 "
Colombia,COL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 4,909,293,190.00 "
Colombia,COL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 704,314,557.60 "
Colombia,COL,,DT.INT.DLXF.CD,
Colombia,,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 1,424,280,000.00 "
Colombia,COL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 447,557,894.10 "
Colombia,,,DT.DIS.BLAT.CD," 110,671,664.30 "
Colombia,COL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,
Colombia,COL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," 4,398,582,817.00 "
Colombia,COL,,DT.INT.PBND.CD," 2,362,344,669.00 "
,COL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 1,129,332,984.00 "
,COL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," 13,429,800.00 "
Colombia,COL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 176,027,787.70 "
Colombia,COL,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 1,100,907,554.00 "
Colombia,COL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 580,213,093.30 "
Colombia,COL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 479,206,737.80 "
Colombia,COL,,DT.DIS.OFFT.CD," 690,884,757.60 "
Colombia,COL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 5,527,915,801.00 "
Colombia,COL,"PPG, private creditors (DIS, current US$)",yes," 13,429,800.00 "
Colombia,COL,,yes," 2,538,372,457.00 "
Ukraine,UKR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 4,844,593,102.00 "
Peru,,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 4,817,310,190.00 "
Comoros,COM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 13,460,035.40 "
Comoros,COM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 937,189.90 "
Comoros,COM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 2,610,216.00 "
Comoros,COM,"PPG, bilateral (DIS, current US$)",yes," 8,492,726.40 "
Comoros,COM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 782,831.50 "
Comoros,COM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 2,182,053.10 "
Comoros,COM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 4,967,309.00 "
Comoros,COM,,DT.INT.MLAT.CD," 154,358.40 "
Belarus,,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," 4,640,037,884.00 "
"Congo, Dem. Rep.",COD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 370,323,229.60 "
"Congo, Dem. Rep.",COD,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 116,207,399.20 "
"Congo, Dem. Rep.",COD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 116,452,329.40 "
"Congo, Dem. Rep.",COD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 103,263,632.00 "
,COD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 62,260,653.10 "
"Congo, Dem. Rep.",,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," 278,750.00 "
"Congo, Dem. Rep.",COD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD, -   
"Congo, Dem. Rep.",COD,"PPG, multilateral (AMT, current US$)",yes," 143,105,462.00 "
"Congo, Dem. Rep.",COD,"PPG, multilateral (DIS, current US$)",yes," 267,059,597.60 "
"Congo, Dem. Rep.",COD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 53,946,746.10 "
"Congo, Dem. Rep.",COD,"PPG, private creditors (AMT, current US$)",yes," 278,750.00 "
"Congo, Dem. Rep.",COD,,yes, -   
Philippines,PHL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 3,899,637,460.00 "
"Congo, Rep.",COG,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 247,432,137.70 "
"Congo, Rep.",COG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 33,115,657.60 "
"Congo, Rep.",COG,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," 186,071,498.10 "
"Congo, Rep.",,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," 150,347,308.20 "
"Congo, Rep.",COG,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 19,522,109.80 "
"Congo, Rep.",COG,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, -   
"Congo, Rep.",,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,
"Congo, Rep.",,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,
"Congo, Rep.",,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," 189,000.00 "
"Congo, Rep.",COG,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," 18,114,469.00 "
"Congo, Rep.",COG,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," 97,084,829.50 "
"Congo, Rep.",,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," 4,668,547.80 "
"Congo, Rep.",COG,,DT.AMT.OFFT.CD," 204,185,967.10 "
"Congo, Rep.",COG,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," 21,696,428.50 "
"Congo, Rep.",COG,"PPG, private creditors (INT, current US$)",yes," 8,925,000.00 "
Least developed countries: UN classification,LDC,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," 3,681,316,307.00 "
Costa Rica,CRI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," 600,552,336.80 "
Costa Rica,CRI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," 1,031,562,783.00 "
Costa Rica,CRI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," 491,033,000.00 "
Costa Rica,CRI,,DT.AMT.BLAT.CD," 34,085,176.10 "
Costa Rica,CRI,,DT.DIS.BLAT.CD," 105,969,275.90 "
,CRI,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," 10,709,783.40 "
Costa Rica,CRI,,DT.AMT.PBND.CD, -   
